client_id,commune,date_plainte,canal,type_plainte,statut,date_resolution
CUST1214,M'Sila,2025-06-29,Formulaire Web,ADSL,En Cours,
CUST1215,Bou Saâda,2025-11-29,Plainte Écrite,Interruption Réseau,En Cours,
CUST1216,Bou Saâda,2025-06-16,,Facturation,Résolu,2025-06-27
CUST1217,Ain El Hadjel,2025-02-10,Plainte Écrite,Service Client,Résolu,2025-02-17
CUST1218,Sidi Aïssa,2025-03-27,Formulaire Web,Fibre FTTH,En Cours,
CUST1219,Sidi Aïssa,2025-10-20,Formulaire Web,Interruption Réseau,En Cours,
CUST1220,Ain El Hadjel,2025-03-24,Appel Call Center,ADSL,Résolu,2025-03-30
CUST1221,Bou Saâda,2025-12-01,Formulaire Web,Facturation,Non Traité,
CUST1222,Sidi Aïssa,2025-11-06,Plainte Écrite,Facturation,Résolu,2025-11-17
CUST1223,Ain El Hadjel,2025-07-05,,Service Client,Résolu,2025-07-17
CUST1224,Ain El Hadjel,2025-04-05,Formulaire Web,Fibre FTTH,Non Traité,
CUST1225,M'Sila,2025-12-05,Appel Call Center,Fibre FTTH,Résolu,2025-12-10
CUST1226,M'Sila,2025-07-23,Appel Call Center,Fibre FTTH,En Cours,
CUST1227,M'Sila,2025-08-31,Appel Call Center,ADSL,Résolu,2025-09-09
CUST1228,M'Sila,2025-09-26,Appel Call Center,Service Client,Résolu,2025-10-09
CUST1229,M'Sila,2025-11-13,Appel Call Center,Facturation,Non Traité,
CUST1230,Bou Saâda,2025-06-08,Appel Call Center,Service Client,Résolu,2025-06-12
CUST1231,Bou Saâda,2025-08-15,Plainte Écrite,Facturation,Non Traité,
CUST1232,Bou Saâda,2025-03-29,Appel Call Center,Interruption Réseau,Résolu,2025-03-30
CUST1233,M'Sila,2025-06-16,Plainte Écrite,Facturation,Résolu,2025-06-30
CUST1234,Ain El Hadjel,2025-05-20,Formulaire Web,Interruption Réseau,Résolu,2025-05-29
CUST1235,Ain El Hadjel,2025-04-01,Appel Call Center,Interruption Réseau,En Cours,
CUST1236,Ain El Hadjel,2025-08-11,Plainte Écrite,Interruption Réseau,Résolu,2025-08-20
CUST1237,Sidi Aïssa,2025-10-04,Formulaire Web,Service Client,Non Traité,
CUST1238,Bou Saâda,2025-06-07,Appel Call Center,Service Client,Résolu,2025-06-13
CUST1239,Ain El Hadjel,2025-06-05,Formulaire Web,Fibre FTTH,Non Traité,
CUST1240,M'Sila,2025-03-11,Appel Call Center,Interruption Réseau,Résolu,2025-03-17
CUST1241,Sidi Aïssa,2025-01-05,Formulaire Web,Interruption Réseau,Non Traité,
CUST1242,Ain El Hadjel,2025-01-05,Formulaire Web,Facturation,En Cours,
CUST1243,Ain El Hadjel,2025-04-29,Formulaire Web,Interruption Réseau,En Cours,
CUST1244,M'Sila,2025-04-07,Plainte Écrite,Facturation,En Cours,
CUST1245,Ain El Hadjel,2025-07-22,Plainte Écrite,Service Client,En Cours,
CUST1246,Bou Saâda,2025-07-13,Appel Call Center,Service Client,En Cours,
CUST1247,Bou Saâda,2025-08-05,Formulaire Web,ADSL,Résolu,2025-08-16
CUST1248,Bou Saâda,2025-12-22,,Interruption Réseau,Résolu,2025-12-31
CUST1249,Sidi Aïssa,2025-05-18,,Interruption Réseau,Non Traité,
CUST1250,Ain El Hadjel,2025-04-04,Appel Call Center,ADSL,En Cours,
CUST1251,Bou Saâda,2025-11-23,Formulaire Web,ADSL,En Cours,
CUST1252,Ain El Hadjel,2025-05-20,Plainte Écrite,Service Client,Résolu,2025-06-01
CUST1253,Ain El Hadjel,2025-01-10,Appel Call Center,Facturation,Résolu,2025-01-13
CUST1254,M'Sila,2025-04-06,Plainte Écrite,ADSL,Résolu,2025-04-08
CUST1255,Sidi Aïssa,2025-08-13,Formulaire Web,Fibre FTTH,En Cours,
CUST1256,M'Sila,2025-03-19,Appel Call Center,ADSL,Résolu,2025-03-20
CUST1257,Ain El Hadjel,2025-08-04,,Facturation,Résolu,2025-08-09
CUST1258,Ain El Hadjel,2025-12-23,Formulaire Web,Service Client,Résolu,2025-12-31
CUST1259,M'Sila,2025-03-16,Formulaire Web,ADSL,Résolu,2025-03-17
CUST1260,Sidi Aïssa,2025-10-06,Formulaire Web,ADSL,Résolu,2025-10-14
CUST1261,Bou Saâda,2025-07-15,Appel Call Center,Facturation,Résolu,2025-07-29
CUST1262,M'Sila,2025-07-17,Appel Call Center,Fibre FTTH,En Cours,
CUST1263,Ain El Hadjel,2025-04-12,Appel Call Center,ADSL,Résolu,2025-04-20
CUST1264,M'Sila,2025-08-31,Plainte Écrite,Fibre FTTH,Résolu,2025-09-07
CUST1265,Sidi Aïssa,2025-11-19,Formulaire Web,Fibre FTTH,Résolu,2025-12-01
CUST1266,M'Sila,2025-09-24,Plainte Écrite,Interruption Réseau,Résolu,2025-09-26
CUST1267,Sidi Aïssa,2025-04-12,Formulaire Web,Facturation,Résolu,2025-04-18
CUST1268,M'Sila,2025-02-27,Plainte Écrite,Fibre FTTH,Résolu,2025-03-03
CUST1269,Ain El Hadjel,2025-03-27,Formulaire Web,ADSL,En Cours,
CUST1270,Sidi Aïssa,2025-07-22,Plainte Écrite,ADSL,Résolu,2025-08-04
CUST1271,Bou Saâda,2025-10-25,Appel Call Center,ADSL,En Cours,
CUST1272,Ain El Hadjel,2025-03-21,Plainte Écrite,Interruption Réseau,Non Traité,
CUST1273,Sidi Aïssa,2025-03-22,Appel Call Center,Fibre FTTH,En Cours,
CUST1274,Ain El Hadjel,2025-06-23,,Interruption Réseau,Résolu,2025-07-06
CUST1275,M'Sila,2025-11-27,Appel Call Center,Facturation,Résolu,2025-11-30
CUST1276,M'Sila,2025-04-30,Appel Call Center,Service Client,Résolu,2025-05-06
CUST1277,Sidi Aïssa,2025-01-11,Formulaire Web,Fibre FTTH,Résolu,2025-01-23
CUST1278,Ain El Hadjel,2025-05-09,Formulaire Web,Fibre FTTH,Non Traité,
CUST1279,M'Sila,2025-10-14,Formulaire Web,Service Client,Résolu,2025-10-19
CUST1280,Ain El Hadjel,2025-04-06,Appel Call Center,Interruption Réseau,Résolu,2025-04-15
CUST1281,Sidi Aïssa,2025-05-21,Formulaire Web,Service Client,En Cours,
CUST1282,Bou Saâda,2025-03-21,Appel Call Center,Interruption Réseau,En Cours,
CUST1283,Ain El Hadjel,2025-10-05,Formulaire Web,Facturation,Résolu,2025-10-11
CUST1284,Ain El Hadjel,2025-07-14,Appel Call Center,Interruption Réseau,Résolu,2025-07-26
CUST1285,Bou Saâda,2025-07-06,Appel Call Center,Interruption Réseau,Résolu,2025-07-19
CUST1286,Bou Saâda,2025-12-04,,ADSL,Résolu,2025-12-13
CUST1287,Ain El Hadjel,2025-12-16,Appel Call Center,Interruption Réseau,Résolu,2025-12-24
CUST1288,Bou Saâda,2025-06-15,Plainte Écrite,Facturation,Résolu,2025-06-22
CUST1289,Sidi Aïssa,2025-09-25,Appel Call Center,ADSL,Résolu,2025-10-06
CUST1290,M'Sila,2025-04-02,,Fibre FTTH,Résolu,2025-04-16
CUST1291,M'Sila,2025-09-06,Appel Call Center,ADSL,Résolu,2025-09-10
CUST1292,M'Sila,2025-11-25,Appel Call Center,Interruption Réseau,Résolu,2025-12-09
CUST1293,Ain El Hadjel,2025-09-27,Plainte Écrite,Service Client,Résolu,2025-10-07
CUST1294,Sidi Aïssa,2025-04-24,Appel Call Center,Facturation,En Cours,
CUST1295,M'Sila,2025-12-02,Appel Call Center,Fibre FTTH,En Cours,
CUST1296,Ain El Hadjel,2025-11-24,Appel Call Center,Service Client,Résolu,2025-11-25
CUST1297,Sidi Aïssa,2025-07-08,Plainte Écrite,Service Client,Résolu,2025-07-21
CUST1298,M'Sila,2025-09-28,Plainte Écrite,Facturation,Résolu,2025-09-29
CUST1299,M'Sila,2025-04-21,Formulaire Web,ADSL,En Cours,
CUST1300,M'Sila,2025-09-30,Appel Call Center,Fibre FTTH,En Cours,
CUST1301,Ain El Hadjel,2025-09-27,Appel Call Center,Fibre FTTH,Résolu,2025-10-08
CUST1302,Bou Saâda,2025-10-13,Plainte Écrite,Fibre FTTH,Non Traité,
CUST1303,Ain El Hadjel,2025-11-23,Plainte Écrite,ADSL,Résolu,2025-12-03
CUST1304,Sidi Aïssa,2025-12-26,Plainte Écrite,Service Client,Résolu,2025-12-31
CUST1305,Ain El Hadjel,2025-04-03,Appel Call Center,Fibre FTTH,En Cours,
CUST1306,Ain El Hadjel,2025-12-03,Plainte Écrite,Facturation,Non Traité,
CUST1307,Bou Saâda,2025-08-15,Plainte Écrite,Interruption Réseau,En Cours,
CUST1308,Sidi Aïssa,2025-06-16,Formulaire Web,Interruption Réseau,En Cours,
CUST1309,Sidi Aïssa,2025-06-15,Formulaire Web,Service Client,Résolu,2025-06-25
CUST1310,Bou Saâda,2025-04-20,Plainte Écrite,Interruption Réseau,En Cours,
CUST1311,Ain El Hadjel,2025-07-04,Plainte Écrite,Facturation,Résolu,2025-07-12
CUST1312,Ain El Hadjel,2025-01-18,Formulaire Web,ADSL,Non Traité,
CUST1313,Sidi Aïssa,2025-09-23,Plainte Écrite,ADSL,Résolu,2025-09-26
CUST1314,Sidi Aïssa,2025-04-24,Appel Call Center,Facturation,En Cours,
CUST1315,Bou Saâda,2025-12-20,Formulaire Web,ADSL,Résolu,2025-12-31
CUST1316,Sidi Aïssa,2025-10-12,Plainte Écrite,Interruption Réseau,En Cours,
CUST1317,Bou Saâda,2025-08-24,Appel Call Center,ADSL,Résolu,2025-08-30
CUST1318,Bou Saâda,2025-07-07,Appel Call Center,Facturation,En Cours,
CUST1319,Bou Saâda,2025-06-03,Appel Call Center,Facturation,Résolu,2025-06-05
CUST1320,Ain El Hadjel,2025-02-09,Plainte Écrite,Fibre FTTH,Résolu,2025-02-21
CUST1321,Sidi Aïssa,2025-09-07,Formulaire Web,Fibre FTTH,Résolu,2025-09-21
CUST1322,M'Sila,2025-01-20,Plainte Écrite,Facturation,Résolu,2025-02-01
CUST1323,Ain El Hadjel,2025-06-21,Appel Call Center,ADSL,Non Traité,
CUST1324,Sidi Aïssa,2025-03-03,Formulaire Web,Service Client,Résolu,2025-03-17
CUST1325,Bou Saâda,2025-01-06,Plainte Écrite,Interruption Réseau,Non Traité,
CUST1326,Ain El Hadjel,2025-09-26,,Facturation,Résolu,2025-09-27
CUST1327,Sidi Aïssa,2025-03-18,Plainte Écrite,Interruption Réseau,Résolu,2025-03-24
CUST1328,Bou Saâda,2025-12-11,Appel Call Center,ADSL,En Cours,
CUST1329,Ain El Hadjel,2025-10-22,Formulaire Web,Interruption Réseau,En Cours,
CUST1330,M'Sila,2025-05-29,Appel Call Center,Service Client,Résolu,2025-06-11
CUST1331,Ain El Hadjel,2025-06-22,Appel Call Center,Fibre FTTH,Résolu,2025-06-24
CUST1332,Ain El Hadjel,2025-10-08,Plainte Écrite,ADSL,En Cours,
CUST1333,Ain El Hadjel,2025-07-24,Formulaire Web,ADSL,Résolu,2025-08-02
CUST1334,Ain El Hadjel,2025-03-11,Plainte Écrite,Fibre FTTH,Non Traité,
CUST1335,Ain El Hadjel,2025-09-07,Plainte Écrite,Fibre FTTH,Non Traité,
CUST1336,Ain El Hadjel,2025-04-11,Plainte Écrite,Interruption Réseau,En Cours,
CUST1337,Bou Saâda,2025-05-17,Appel Call Center,ADSL,Résolu,2025-05-30
CUST1338,Ain El Hadjel,2025-02-15,,Interruption Réseau,En Cours,
CUST1339,M'Sila,2025-08-05,Plainte Écrite,Service Client,Résolu,2025-08-11
CUST1340,Sidi Aïssa,2025-06-26,Appel Call Center,Facturation,Résolu,2025-07-06
CUST1341,M'Sila,2025-06-29,Formulaire Web,Fibre FTTH,Résolu,2025-07-09
CUST1342,Ain El Hadjel,2025-08-14,Plainte Écrite,Fibre FTTH,Résolu,2025-08-15
CUST1343,Bou Saâda,2025-03-21,Appel Call Center,Facturation,Non Traité,
CUST1344,M'Sila,2025-05-05,Appel Call Center,ADSL,En Cours,
CUST1345,Bou Saâda,2025-06-25,Formulaire Web,ADSL,En Cours,
CUST1346,M'Sila,2025-08-30,Formulaire Web,Service Client,Résolu,2025-08-31
CUST1347,Sidi Aïssa,2025-04-19,Appel Call Center,Interruption Réseau,Résolu,2025-04-23
CUST1348,Sidi Aïssa,2025-11-15,Plainte Écrite,Service Client,Résolu,2025-11-27
CUST1349,Bou Saâda,2025-07-12,Plainte Écrite,ADSL,Non Traité,
CUST1350,M'Sila,2025-01-31,Formulaire Web,Fibre FTTH,Résolu,2025-02-05
CUST1351,Bou Saâda,2025-05-19,Plainte Écrite,Interruption Réseau,Non Traité,
CUST1352,M'Sila,2025-02-04,Formulaire Web,ADSL,Résolu,2025-02-11
CUST1353,Sidi Aïssa,2025-02-25,Plainte Écrite,Facturation,Résolu,2025-02-26
CUST1354,Sidi Aïssa,2025-04-29,Plainte Écrite,Service Client,En Cours,
CUST1355,Ain El Hadjel,2025-06-11,Plainte Écrite,ADSL,Résolu,2025-06-19
CUST1356,M'Sila,2025-09-14,Appel Call Center,Fibre FTTH,Non Traité,
CUST1357,Ain El Hadjel,2025-01-21,Plainte Écrite,ADSL,Non Traité,
CUST1358,Bou Saâda,2025-06-20,Plainte Écrite,Facturation,Résolu,2025-06-28
CUST1359,Ain El Hadjel,2025-01-10,Plainte Écrite,Fibre FTTH,Résolu,2025-01-16
CUST1360,Sidi Aïssa,2025-05-01,Formulaire Web,Facturation,Résolu,2025-05-10
CUST1361,Sidi Aïssa,2025-07-18,Appel Call Center,Facturation,Non Traité,
CUST1362,M'Sila,2025-04-26,Plainte Écrite,Facturation,Résolu,2025-04-29
CUST1363,Sidi Aïssa,2025-02-14,Formulaire Web,Fibre FTTH,En Cours,
CUST1364,Ain El Hadjel,2025-11-17,Plainte Écrite,Interruption Réseau,En Cours,
CUST1365,Bou Saâda,2025-10-21,Formulaire Web,Fibre FTTH,En Cours,
CUST1366,Bou Saâda,2025-11-06,Formulaire Web,Facturation,Résolu,2025-11-12
CUST1367,Ain El Hadjel,2025-04-16,Plainte Écrite,Fibre FTTH,En Cours,
CUST1368,Bou Saâda,2025-12-17,Plainte Écrite,Interruption Réseau,Non Traité,
CUST1369,Bou Saâda,2025-12-19,Appel Call Center,Facturation,Résolu,2025-12-31
CUST1370,Bou Saâda,2025-12-02,Formulaire Web,Fibre FTTH,Résolu,2025-12-12
CUST1371,Bou Saâda,2025-10-13,Formulaire Web,ADSL,Non Traité,
CUST1372,M'Sila,2025-03-16,Appel Call Center,Facturation,Résolu,2025-03-28
CUST1373,M'Sila,2025-07-30,Formulaire Web,Service Client,Non Traité,
CUST1374,Sidi Aïssa,2025-03-19,Formulaire Web,Facturation,Résolu,2025-04-01
CUST1375,Bou Saâda,2025-04-05,Appel Call Center,Fibre FTTH,Résolu,2025-04-06
CUST1376,Sidi Aïssa,2025-11-10,Plainte Écrite,Interruption Réseau,Non Traité,
CUST1377,Bou Saâda,2025-04-29,Plainte Écrite,Fibre FTTH,Résolu,2025-05-10
CUST1378,M'Sila,2025-12-19,Formulaire Web,ADSL,Résolu,2025-12-31
CUST1379,Ain El Hadjel,2025-11-06,Appel Call Center,Interruption Réseau,Résolu,2025-11-14
CUST1380,Sidi Aïssa,2025-09-09,Appel Call Center,Service Client,Résolu,2025-09-17
CUST1381,Bou Saâda,2025-04-26,Appel Call Center,Fibre FTTH,Résolu,2025-04-27
CUST1382,Ain El Hadjel,2025-07-31,Appel Call Center,Facturation,Résolu,2025-08-04
CUST1383,Bou Saâda,2025-04-01,,ADSL,Non Traité,
CUST1384,Ain El Hadjel,2025-12-19,Plainte Écrite,Service Client,Résolu,2025-12-25
CUST1385,Ain El Hadjel,2025-07-27,Appel Call Center,Service Client,En Cours,
CUST1386,M'Sila,2025-06-10,Plainte Écrite,Service Client,Résolu,2025-06-17
CUST1387,M'Sila,2025-08-20,Plainte Écrite,ADSL,En Cours,
CUST1388,Ain El Hadjel,2025-09-23,Appel Call Center,Fibre FTTH,Résolu,2025-10-02
CUST1389,Ain El Hadjel,2025-10-13,,ADSL,Non Traité,
CUST1390,Ain El Hadjel,2025-04-08,Plainte Écrite,ADSL,Résolu,2025-04-13
CUST1391,Ain El Hadjel,2025-05-27,Formulaire Web,Facturation,Résolu,2025-06-04
CUST1392,Bou Saâda,2025-11-10,Formulaire Web,Facturation,Résolu,2025-11-11
CUST1393,Bou Saâda,2025-02-16,Formulaire Web,Service Client,Résolu,2025-02-28
CUST1394,M'Sila,2025-12-23,Appel Call Center,Interruption Réseau,Résolu,2025-12-31
CUST1395,Bou Saâda,2025-06-15,Formulaire Web,Service Client,Résolu,2025-06-23
CUST1396,M'Sila,2025-10-30,Appel Call Center,Service Client,En Cours,
CUST1397,Bou Saâda,2025-05-09,Formulaire Web,ADSL,Résolu,2025-05-15
CUST1398,Bou Saâda,2025-02-16,Plainte Écrite,ADSL,Résolu,2025-02-18
CUST1399,Ain El Hadjel,2025-02-13,Plainte Écrite,Facturation,En Cours,
CUST1400,Ain El Hadjel,2025-11-10,Plainte Écrite,Interruption Réseau,En Cours,
